amount,previous_attempts,previous_successful_payments,previous_failed_payments,checkout_abandonment_minutes,hour_of_day,is_temporary_failure,failure_reason,recovered
5000,2,2,2,5,20,0,card_declined,0
8228,2,3,0,30,7,0,insufficient_funds,1
5000,2,4,0,0,1,0,insufficient_funds,1
17578,1,3,1,0,21,0,checkout_abandoned,1
5000,1,1,2,2,8,0,insufficient_funds,0
5000,1,5,1,2,20,1,temporary,1
8443,3,4,0,0,1,0,card_declined,1
10539,1,0,1,0,6,0,insufficient_funds,0
7693,2,3,0,1,9,0,checkout_abandoned,0
5000,2,0,1,0,3,0,insufficient_funds,0
8417,1,2,1,2,10,0,card_declined,0
5000,3,1,1,0,22,1,temporary,1
6218,1,1,1,10,4,0,checkout_abandoned,1
5000,3,3,2,2,10,0,card_declined,1
7679,3,1,0,0,1,0,checkout_abandoned,0
5000,3,8,1,2,15,1,temporary,1
5000,1,2,0,0,10,0,insufficient_funds,1
10034,3,1,1,1,12,1,network_error,0
6258,2,3,0,0,12,1,temporary,1
5000,2,2,1,1,15,0,checkout_abandoned,1
20976,3,4,2,0,17,0,insufficient_funds,0
5000,2,2,3,0,23,0,checkout_abandoned,0
5075,1,3,0,1,17,0,insufficient_funds,1
6431,1,3,1,10,20,0,card_declined,1
5000,2,5,1,30,1,0,insufficient_funds,1
7872,2,1,1,30,2,1,temporary,1
5000,1,4,1,0,10,1,network_error,1
5000,1,0,0,0,3,1,network_error,1
19199,3,2,0,0,20,1,network_error,1
5000,2,0,2,2,20,1,network_error,0
5000,3,1,1,30,14,0,insufficient_funds,1
24610,1,2,0,0,11,0,insufficient_funds,0
62901,1,6,0,5,20,0,insufficient_funds,1
5000,1,2,0,0,13,0,card_declined,1
5000,2,1,1,0,22,0,checkout_abandoned,0
5000,3,2,0,2,19,0,card_declined,1
5000,2,1,0,5,8,1,network_error,1
5000,1,1,0,10,15,0,checkout_abandoned,1
5000,3,2,1,5,3,1,network_error,0
8774,2,0,0,2,1,0,checkout_abandoned,0
8304,2,1,0,10,2,0,insufficient_funds,0
5000,1,4,2,2,23,0,checkout_abandoned,0
9889,2,2,2,0,3,0,checkout_abandoned,0
38280,2,2,0,0,4,1,temporary,1
5836,3,4,2,2,16,1,network_error,1
5000,1,2,1,0,4,0,card_declined,1
5000,1,4,1,5,2,1,network_error,1
9092,3,1,0,10,16,1,temporary,0
5000,2,1,0,30,22,0,checkout_abandoned,1
5792,1,2,1,0,3,1,temporary,1
5000,1,1,0,2,15,1,network_error,1
31189,2,3,1,30,12,0,checkout_abandoned,1
5000,2,3,0,0,22,0,card_declined,0
26052,1,5,1,10,22,1,network_error,1
5000,2,3,0,30,13,0,checkout_abandoned,1
8841,3,1,0,0,21,0,insufficient_funds,1
6764,3,4,0,1,4,0,checkout_abandoned,1
5000,2,3,0,0,14,1,network_error,0
5868,2,1,1,1,4,1,network_error,0
16523,2,6,1,10,0,0,card_declined,0
5000,1,3,2,0,18,0,checkout_abandoned,1
5000,1,3,1,10,13,0,card_declined,0
5000,3,3,0,10,0,0,checkout_abandoned,1
5000,1,1,0,0,19,0,checkout_abandoned,0
5000,3,3,1,2,21,0,checkout_abandoned,0
5000,1,0,0,0,9,0,checkout_abandoned,0
5000,3,3,3,30,0,0,card_declined,0
5000,3,2,1,5,7,0,checkout_abandoned,0
7959,3,3,0,2,14,0,insufficient_funds,0
5000,3,5,1,5,1,0,checkout_abandoned,0
5000,1,3,1,0,9,1,network_error,1
10773,2,4,0,2,5,1,temporary,1
6453,2,2,0,10,14,0,card_declined,1
5000,2,2,1,30,4,1,network_error,0
5000,1,0,1,0,18,0,insufficient_funds,1
11336,3,1,1,30,7,0,insufficient_funds,1
6969,1,4,1,0,2,0,card_declined,0
53241,3,2,0,10,6,0,insufficient_funds,0
7481,3,3,0,30,22,0,card_declined,0
7242,1,2,1,10,19,0,insufficient_funds,0
5000,3,3,0,30,14,0,card_declined,1
11123,2,1,1,2,4,1,network_error,0
9182,1,3,3,10,9,1,temporary,1
17183,3,0,1,30,11,1,temporary,1
5000,1,0,0,0,23,0,checkout_abandoned,0
5000,1,2,1,5,7,0,insufficient_funds,1
5000,3,3,1,5,19,0,checkout_abandoned,1
10837,3,2,0,1,6,0,insufficient_funds,0
21990,1,1,1,2,3,0,card_declined,0
5000,1,2,2,5,18,0,checkout_abandoned,0
5000,1,3,0,1,2,0,insufficient_funds,0
6728,1,1,0,2,18,1,network_error,1
5000,1,0,1,1,22,0,checkout_abandoned,0
12734,2,5,1,1,3,1,temporary,1
5000,1,6,0,1,14,0,card_declined,0
5000,1,1,0,1,3,1,temporary,1
5000,1,2,0,0,11,0,insufficient_funds,0
5000,3,3,2,0,11,1,network_error,0
5000,3,1,1,2,1,1,temporary,1
5000,3,1,3,1,4,0,checkout_abandoned,0
5000,2,4,0,0,13,0,checkout_abandoned,1
14957,2,1,0,2,20,1,network_error,0
5000,2,1,0,10,6,1,temporary,0
5000,3,4,2,0,20,1,network_error,1
5000,3,2,0,30,4,0,checkout_abandoned,1
14033,3,3,0,2,0,0,checkout_abandoned,1
5000,2,2,1,1,9,0,card_declined,0
5000,3,1,0,10,0,0,card_declined,0
8591,3,4,0,30,0,0,insufficient_funds,1
5000,3,3,1,30,7,1,network_error,1
9390,2,2,2,10,14,0,card_declined,0
5000,2,2,2,5,23,1,temporary,1
9913,2,1,0,10,14,0,card_declined,0
5000,2,0,0,10,16,0,insufficient_funds,0
5000,2,0,0,30,16,0,checkout_abandoned,0
5000,1,0,0,10,12,0,checkout_abandoned,0
5000,3,2,1,0,0,1,network_error,0
5000,2,2,3,30,8,1,network_error,0
9757,3,2,0,10,4,1,network_error,0
5000,1,1,0,10,13,1,network_error,0
5000,3,3,0,0,18,0,checkout_abandoned,0
5000,3,2,1,0,10,1,temporary,0
15184,1,2,0,30,13,1,network_error,1
5000,2,1,1,2,15,0,insufficient_funds,0
5000,3,1,2,2,0,1,temporary,0
5000,3,2,1,5,17,1,network_error,1
21187,3,6,0,5,17,1,temporary,1
6519,2,2,1,0,23,1,network_error,1
10586,1,1,3,0,9,1,network_error,1
5000,3,3,0,2,23,0,insufficient_funds,1
5000,3,3,0,0,6,0,checkout_abandoned,0
7691,3,0,0,30,9,0,checkout_abandoned,1
5209,1,3,0,0,18,0,insufficient_funds,1
8507,2,0,0,1,11,0,insufficient_funds,0
5000,1,2,1,0,8,1,temporary,1
6490,3,3,0,0,13,0,insufficient_funds,1
5756,3,0,1,1,10,0,card_declined,1
10697,1,2,0,10,2,0,checkout_abandoned,0
11014,1,5,0,0,20,0,insufficient_funds,0
5000,2,3,0,1,18,0,insufficient_funds,1
5000,2,0,0,30,3,0,checkout_abandoned,0
13383,2,0,0,1,5,1,temporary,1
16118,2,1,1,10,13,0,card_declined,1
5000,3,4,0,30,10,0,checkout_abandoned,1
5000,3,4,2,2,2,1,network_error,1
5426,3,1,2,2,8,0,insufficient_funds,0
12466,2,0,0,10,23,0,checkout_abandoned,0
29661,3,2,0,5,6,0,checkout_abandoned,0
8236,3,3,0,2,7,1,network_error,1
5000,1,1,3,30,19,1,network_error,0
5000,3,3,4,30,21,0,checkout_abandoned,0
5000,2,1,0,0,4,1,network_error,1
5000,2,1,1,5,8,1,network_error,1
5000,3,3,3,0,20,0,insufficient_funds,0
38129,3,3,1,5,20,0,card_declined,1
29294,3,2,1,0,9,1,temporary,1
15306,3,1,2,0,18,1,temporary,0
5000,2,3,1,10,7,0,insufficient_funds,0
11556,2,2,1,10,5,0,checkout_abandoned,1
9317,2,1,1,1,22,0,insufficient_funds,1
7650,3,1,0,10,15,0,card_declined,1
17148,1,2,0,1,18,0,checkout_abandoned,1
9277,2,1,0,0,5,0,checkout_abandoned,0
10301,3,3,1,10,0,1,network_error,1
9291,1,0,0,0,0,0,checkout_abandoned,0
6910,2,4,1,10,16,0,checkout_abandoned,0
5000,1,2,1,30,7,1,temporary,0
5343,1,2,0,0,12,0,insufficient_funds,0
5000,2,4,0,30,17,1,temporary,1
5000,1,3,0,2,18,0,card_declined,1
26418,1,1,2,2,4,0,checkout_abandoned,0
27694,2,5,1,0,13,0,checkout_abandoned,1
19133,2,0,1,0,15,0,card_declined,0
6343,1,6,2,0,13,0,card_declined,1
18970,2,2,0,1,18,0,checkout_abandoned,1
5000,1,0,0,10,8,1,temporary,1
6019,2,2,0,0,7,0,insufficient_funds,0
5000,1,3,2,0,7,1,network_error,0
7309,1,3,1,10,2,0,insufficient_funds,0
5220,2,1,0,1,1,1,temporary,0
5000,3,3,1,0,14,0,card_declined,1
5000,2,6,1,30,23,0,insufficient_funds,1
5000,2,1,1,0,3,0,insufficient_funds,0
29660,2,2,2,0,6,0,insufficient_funds,0
12018,1,0,1,2,0,0,checkout_abandoned,0
5000,1,0,1,0,5,1,network_error,0
6303,2,1,1,5,3,0,insufficient_funds,0
5136,2,4,0,5,23,0,checkout_abandoned,0
5000,2,1,2,30,6,0,checkout_abandoned,0
5000,3,4,0,0,22,1,network_error,1
5000,2,3,0,1,16,1,network_error,1
5000,1,3,3,5,7,0,card_declined,0
5000,2,1,0,0,7,0,checkout_abandoned,1
8194,2,1,1,0,2,0,checkout_abandoned,0
7268,1,1,0,0,22,0,card_declined,1
5000,2,0,0,5,19,0,insufficient_funds,0
5000,3,2,2,5,17,1,temporary,1
13302,2,3,0,0,0,0,insufficient_funds,1
14174,2,2,1,0,23,0,insufficient_funds,0
13709,1,5,0,1,5,1,network_error,1
5109,1,1,2,5,15,0,insufficient_funds,0
5000,1,2,2,10,13,0,checkout_abandoned,1
5000,3,6,2,1,0,0,checkout_abandoned,1
6936,3,3,0,10,9,0,insufficient_funds,1
7181,2,1,1,1,3,0,insufficient_funds,0
17806,3,2,3,2,4,0,insufficient_funds,0
14764,2,2,1,0,6,1,temporary,0
5000,2,1,0,5,0,1,network_error,1
5000,2,4,1,30,16,0,checkout_abandoned,0
5000,1,4,3,0,17,1,temporary,1
6107,2,0,2,5,15,1,network_error,0
5000,3,2,0,1,10,0,checkout_abandoned,1
5000,2,3,1,2,4,0,insufficient_funds,0
6328,3,5,1,2,14,1,network_error,0
5000,1,4,1,1,16,0,card_declined,1
5000,1,1,2,5,5,0,insufficient_funds,0
6710,1,2,0,0,6,1,network_error,1
5000,2,0,1,0,20,0,checkout_abandoned,0
6273,3,2,2,1,16,0,card_declined,0
6458,2,2,0,1,11,0,checkout_abandoned,1
5000,2,2,2,10,7,0,insufficient_funds,0
5000,2,1,1,5,5,1,temporary,0
20697,2,1,1,1,5,0,checkout_abandoned,0
5000,3,1,0,10,21,1,temporary,0
5000,1,1,0,0,11,0,checkout_abandoned,0
5000,1,2,2,5,13,1,temporary,1
5059,3,2,0,30,23,0,checkout_abandoned,1
5069,2,5,1,5,16,0,card_declined,1
5000,1,2,1,2,15,1,temporary,0
16550,3,3,2,2,5,1,network_error,0
5000,1,2,0,0,8,1,temporary,0
7302,1,1,0,0,1,0,card_declined,0
23422,1,4,0,0,12,1,network_error,0
5000,1,1,0,30,6,0,insufficient_funds,0
5000,3,1,1,1,10,0,checkout_abandoned,0
5000,3,1,2,30,10,1,network_error,0
5000,2,2,3,2,0,1,temporary,1
5000,3,2,1,10,12,1,temporary,1
20485,1,1,0,30,16,0,insufficient_funds,0
30865,2,2,1,2,19,0,insufficient_funds,0
5000,1,2,0,0,4,0,checkout_abandoned,1
33026,3,2,1,10,9,1,temporary,1
5092,2,2,0,0,12,0,card_declined,1
28387,3,3,1,0,19,1,temporary,1
5000,2,1,2,0,1,1,temporary,0
5603,2,3,0,30,11,0,card_declined,0
7083,3,3,0,1,18,1,temporary,1
118048,3,4,1,2,0,1,temporary,1
11513,1,3,2,10,0,0,insufficient_funds,1
5000,3,1,3,2,2,1,network_error,0
12951,3,5,0,0,7,1,network_error,1
5000,1,2,1,0,2,0,checkout_abandoned,1
5000,3,1,2,30,9,0,card_declined,0
12192,1,2,0,0,7,1,temporary,1
5069,2,1,0,0,18,1,temporary,0
6493,1,1,1,0,9,0,card_declined,0
5000,1,2,1,10,23,0,checkout_abandoned,1
6881,2,1,0,2,3,1,temporary,1
7517,3,3,1,5,4,0,checkout_abandoned,1
5000,3,4,1,0,19,0,card_declined,0
9571,2,4,0,2,3,0,insufficient_funds,1
5000,3,5,0,2,9,0,card_declined,1
5000,1,1,2,10,14,0,card_declined,0
5000,3,2,2,5,21,1,network_error,0
5345,1,2,1,2,5,1,network_error,0
5000,2,3,0,5,6,0,insufficient_funds,1
11282,3,1,2,10,0,1,temporary,0
5000,1,3,1,0,9,0,insufficient_funds,0
5000,2,0,2,2,5,0,checkout_abandoned,1
5000,3,4,0,30,6,0,card_declined,0
5000,3,0,1,5,5,0,card_declined,0
6495,1,3,1,10,23,0,checkout_abandoned,1
5000,2,2,0,0,13,1,temporary,1
10140,1,3,0,10,12,0,insufficient_funds,1
5234,2,3,2,5,10,0,insufficient_funds,0
5000,2,2,0,0,14,1,network_error,1
5000,1,0,1,30,8,0,checkout_abandoned,1
5000,3,0,0,30,3,0,card_declined,0
5000,2,2,0,5,6,1,network_error,1
5000,2,0,1,30,7,1,network_error,1
5000,1,1,0,10,6,0,insufficient_funds,0
6158,1,1,1,1,3,0,checkout_abandoned,1
12678,2,1,0,30,20,0,checkout_abandoned,0
5000,2,3,1,1,10,0,checkout_abandoned,1
5000,1,2,0,0,11,1,temporary,1
5000,3,1,0,0,21,0,insufficient_funds,0
6561,2,2,2,5,20,0,checkout_abandoned,1
17067,1,1,0,0,5,1,network_error,1
5000,2,0,0,30,23,0,card_declined,0
5000,1,1,1,30,10,1,temporary,1
5000,1,2,0,0,11,0,insufficient_funds,1
5000,1,5,1,0,22,0,card_declined,1
5000,1,1,0,0,22,1,temporary,1
5000,2,1,0,5,22,1,temporary,0
5108,3,1,0,0,4,1,network_error,0
5000,1,0,1,5,1,0,insufficient_funds,1
14035,1,5,1,30,7,0,card_declined,0
5000,1,2,0,5,6,0,card_declined,1
5000,1,3,0,30,15,1,network_error,1
7933,1,0,1,1,3,0,insufficient_funds,0
5000,1,0,0,30,5,0,card_declined,0
7256,3,3,2,10,19,1,network_error,0
5445,2,1,1,1,14,1,temporary,0
5000,2,2,2,0,19,0,checkout_abandoned,0
24059,3,2,1,5,21,0,insufficient_funds,1
5000,1,2,0,10,22,1,network_error,1
38572,1,0,1,0,23,1,network_error,0
5000,2,2,0,0,16,0,checkout_abandoned,1
5000,2,4,0,30,12,0,insufficient_funds,1
5270,1,1,0,0,15,1,temporary,1
5000,2,3,0,30,17,1,temporary,1
5000,1,1,0,0,20,0,card_declined,0
7310,1,2,0,2,14,0,insufficient_funds,1
8566,2,1,3,0,13,1,temporary,0
5000,3,1,0,0,10,1,temporary,0
13192,3,2,1,0,19,0,insufficient_funds,1
15638,3,2,1,30,8,1,temporary,0
20667,2,2,1,0,8,0,card_declined,0
8344,1,3,0,30,14,1,network_error,1
19214,1,2,1,5,15,0,checkout_abandoned,1
5000,2,2,0,30,8,0,insufficient_funds,1
5000,1,2,2,1,0,1,temporary,1
5000,1,1,0,2,17,1,temporary,1
5537,1,0,0,0,2,0,card_declined,0
5000,1,4,2,0,3,0,insufficient_funds,1
5000,2,6,1,2,2,0,card_declined,1
32279,2,4,1,1,17,1,network_error,1
5000,1,0,2,0,18,1,temporary,0
7433,2,6,0,1,12,0,checkout_abandoned,1
5000,3,3,0,30,2,0,checkout_abandoned,0
5301,2,1,0,30,1,1,network_error,1
5000,1,3,0,0,13,0,card_declined,1
7694,1,2,0,0,20,1,temporary,1
15761,2,0,1,0,16,1,network_error,0
25524,1,2,1,5,13,0,insufficient_funds,0
6698,3,1,0,5,12,0,insufficient_funds,1
8862,3,3,0,30,17,1,network_error,1
5000,2,3,1,2,5,1,network_error,0
5000,3,3,0,0,2,0,card_declined,0
12585,3,5,0,0,8,0,card_declined,0
11683,1,2,0,2,3,0,insufficient_funds,1
6073,2,4,2,0,6,0,card_declined,0
11925,2,2,0,10,21,0,insufficient_funds,0
8028,2,1,0,5,11,1,network_error,1
16322,2,2,1,2,11,1,network_error,1
6564,2,1,1,5,17,0,checkout_abandoned,0
5000,3,3,0,2,7,1,network_error,1
6876,1,5,1,5,16,0,checkout_abandoned,1
5000,2,6,1,10,12,1,network_error,1
7207,1,3,2,0,13,1,temporary,1
5000,3,4,2,0,8,1,network_error,0
5000,1,1,1,1,22,1,temporary,1
7721,1,2,1,5,23,0,insufficient_funds,0
7923,1,4,1,1,2,0,checkout_abandoned,0
5000,2,0,1,30,4,0,card_declined,0
5000,2,2,2,30,17,0,checkout_abandoned,0
19351,3,3,2,0,12,0,checkout_abandoned,0
5000,2,2,0,5,18,0,checkout_abandoned,0
46301,1,2,1,0,7,0,insufficient_funds,0
5000,2,6,1,10,15,1,network_error,1
7391,1,3,2,0,3,0,insufficient_funds,1
24757,2,2,1,0,23,1,network_error,1
5602,3,1,1,5,16,0,card_declined,0
5000,1,2,0,1,15,0,insufficient_funds,1
5000,3,2,1,1,3,0,card_declined,1
5000,1,1,1,1,21,0,card_declined,1
5000,3,3,3,1,6,1,network_error,0
5000,3,1,3,5,2,1,temporary,0
5000,3,4,2,5,11,1,temporary,0
12386,3,1,1,30,23,1,temporary,1
5087,3,1,2,2,10,1,network_error,0
5000,1,3,0,10,0,1,temporary,1
5000,1,0,1,2,21,0,checkout_abandoned,0
6143,2,2,1,0,15,0,insufficient_funds,0
9107,2,2,1,10,15,0,checkout_abandoned,0
5000,2,2,0,1,13,0,card_declined,0
5000,3,4,1,1,1,1,temporary,0
14834,1,3,3,10,16,1,temporary,1
5000,3,2,1,10,3,1,network_error,0
5000,2,1,1,30,4,0,insufficient_funds,0
7660,1,0,2,2,14,0,checkout_abandoned,0
7811,3,2,0,1,12,0,insufficient_funds,0
5000,1,1,2,1,5,0,card_declined,0
6182,2,1,1,0,1,1,network_error,0
10255,3,0,2,0,4,1,temporary,1
7146,3,3,0,0,1,1,network_error,0
9246,1,1,2,5,23,0,checkout_abandoned,0
5000,1,2,1,0,1,0,insufficient_funds,1
6843,1,1,2,2,17,0,insufficient_funds,1
5000,1,5,0,0,9,0,checkout_abandoned,0
5000,3,0,2,10,7,1,network_error,0
11737,3,2,1,1,0,0,insufficient_funds,0
21574,2,0,0,2,0,0,insufficient_funds,1
29565,2,1,2,30,23,0,insufficient_funds,0
18302,1,2,1,10,19,0,checkout_abandoned,0
5000,1,1,0,0,6,0,checkout_abandoned,1
6993,1,1,1,0,13,0,insufficient_funds,1
10581,3,0,0,2,21,0,checkout_abandoned,1
5547,1,3,1,5,7,0,insufficient_funds,1
5601,1,3,0,30,23,1,network_error,1
11200,3,2,1,1,12,1,temporary,1
5000,2,2,0,2,10,0,checkout_abandoned,1
5000,2,3,3,0,21,0,card_declined,1
5000,1,1,1,5,10,0,card_declined,0
9264,1,3,0,2,1,0,insufficient_funds,1
5000,2,1,0,5,3,1,temporary,0
6906,2,1,1,0,17,0,card_declined,1
9605,2,3,1,1,15,0,insufficient_funds,1
5000,1,1,0,0,20,0,card_declined,0
10469,1,4,2,0,4,0,insufficient_funds,1
7178,1,2,2,0,12,0,card_declined,0
5000,2,5,2,1,8,1,network_error,1
20791,1,0,2,30,23,0,insufficient_funds,0
5000,1,1,0,2,19,0,card_declined,0
5000,2,2,2,30,5,0,checkout_abandoned,1
5000,2,0,2,0,17,1,temporary,1
5000,1,1,0,30,17,0,checkout_abandoned,1
5177,3,1,2,2,9,0,insufficient_funds,0
5000,2,3,0,0,10,0,insufficient_funds,1
5000,2,1,0,10,5,1,network_error,0
9133,2,1,1,0,9,0,checkout_abandoned,0
6904,1,0,1,10,2,0,insufficient_funds,0
6741,2,0,3,0,15,0,card_declined,0
7404,2,2,1,5,12,1,network_error,1
9100,1,3,0,5,14,0,card_declined,1
5000,2,4,3,0,23,0,card_declined,0
5000,1,3,1,30,8,1,network_error,1
5000,2,2,1,30,3,1,network_error,1
5095,1,2,2,1,9,1,temporary,1
5000,1,3,2,0,8,0,insufficient_funds,1
13982,2,0,1,2,11,1,network_error,0
16117,2,1,0,10,20,0,card_declined,0
6019,3,1,0,0,23,1,network_error,1
5000,2,2,1,0,15,0,checkout_abandoned,1
7983,1,2,1,5,19,0,card_declined,0
5000,2,3,1,0,6,1,network_error,1
5000,3,3,1,30,8,0,checkout_abandoned,1
13175,1,2,1,2,21,0,checkout_abandoned,1
5000,3,1,0,5,8,0,insufficient_funds,1
11000,2,3,1,0,8,1,temporary,0
9675,1,2,0,5,21,0,checkout_abandoned,1
5000,3,0,0,0,19,1,temporary,0
13015,1,2,0,1,18,1,temporary,1
9882,2,1,1,0,17,1,network_error,0
5442,1,1,0,1,15,1,temporary,1
5000,2,0,1,10,13,1,temporary,0
5000,1,1,0,0,17,1,temporary,1
5000,1,2,0,0,0,1,network_error,0
8455,2,2,2,10,1,0,card_declined,1
5000,3,3,1,0,20,1,temporary,1
7612,1,1,2,5,2,1,temporary,0
5000,2,1,1,5,15,0,card_declined,0
5000,3,2,1,0,7,1,temporary,1
5484,1,1,0,0,17,0,card_declined,1
56677,2,2,0,2,11,1,temporary,0
5000,3,6,0,1,7,0,insufficient_funds,1
21418,3,2,0,0,17,0,insufficient_funds,1
5709,1,1,1,0,23,0,checkout_abandoned,0
7414,3,3,1,0,18,0,checkout_abandoned,1
5532,3,1,1,0,5,0,insufficient_funds,1
7667,2,2,0,0,21,1,temporary,1
5000,2,3,1,10,23,0,card_declined,1
21037,3,1,0,10,6,1,temporary,0
5000,3,1,2,10,15,0,insufficient_funds,0
15248,3,0,1,0,17,1,network_error,0
5000,3,1,1,0,14,0,card_declined,0
5000,2,2,1,30,23,0,insufficient_funds,1
5000,1,4,1,0,6,0,card_declined,0
7746,1,1,0,0,4,1,network_error,1
20850,3,1,2,1,21,0,card_declined,0
5000,2,2,0,1,1,1,network_error,1
5000,1,1,2,30,0,1,network_error,1
5000,1,2,1,10,21,1,temporary,1
5000,1,3,1,30,20,1,temporary,1
5000,2,2,1,0,3,0,card_declined,1
5000,2,0,0,0,19,0,insufficient_funds,0
6165,2,1,0,30,17,1,temporary,1
18379,3,1,0,0,21,0,card_declined,0
81569,2,3,1,5,9,0,insufficient_funds,1
5000,3,0,0,30,7,0,checkout_abandoned,0
20646,3,5,1,0,8,0,checkout_abandoned,0
6271,1,1,1,2,15,0,card_declined,0
5000,1,3,2,30,22,0,checkout_abandoned,0
7574,3,4,1,30,22,0,checkout_abandoned,1
5228,2,3,0,0,8,1,network_error,1
5488,3,3,0,0,1,0,card_declined,1
5000,2,3,1,0,9,0,checkout_abandoned,0
5000,1,2,0,2,10,0,insufficient_funds,1
5000,3,2,1,30,0,0,card_declined,0
9445,3,1,1,30,23,0,card_declined,1
5000,2,1,0,0,4,1,network_error,1
5000,2,0,1,2,13,0,card_declined,1
5000,1,1,1,5,8,1,temporary,0
10882,3,3,3,5,17,0,checkout_abandoned,1
5886,2,3,0,0,15,0,card_declined,1
5000,3,1,1,30,21,1,network_error,0
16752,1,1,1,30,1,0,checkout_abandoned,0
23841,3,0,1,5,6,0,checkout_abandoned,0
8059,3,0,2,1,8,0,checkout_abandoned,0
13012,3,1,1,10,21,0,checkout_abandoned,0
17016,2,4,2,0,8,0,card_declined,0
15215,3,2,0,0,12,0,insufficient_funds,1
9082,2,3,1,30,18,0,insufficient_funds,0
8940,3,1,3,0,22,0,insufficient_funds,0
8263,3,3,0,5,6,1,network_error,1
5000,3,3,0,1,15,1,network_error,0
9904,3,1,0,10,21,0,insufficient_funds,1
5000,1,3,0,10,6,1,temporary,0
5000,3,2,0,2,22,1,temporary,0
18098,3,2,1,1,9,0,insufficient_funds,1
11386,2,2,1,5,5,0,card_declined,1
21750,2,4,0,0,19,0,checkout_abandoned,0
5000,3,3,0,0,9,0,insufficient_funds,1
5000,2,2,0,0,9,1,network_error,1
5000,2,1,2,2,17,1,network_error,0
5442,3,3,1,5,5,1,network_error,0
5318,3,1,0,1,6,1,temporary,0
15270,1,2,0,5,17,1,network_error,1
5000,3,3,0,1,19,0,checkout_abandoned,1
6988,1,3,2,0,4,0,checkout_abandoned,0
5000,1,2,0,0,23,1,network_error,0
7710,3,0,0,10,1,0,card_declined,1
5000,1,1,0,10,15,1,temporary,0
5000,1,6,0,1,10,1,temporary,1
5000,1,1,1,0,3,0,card_declined,0
5000,2,2,0,2,18,0,card_declined,0
5000,1,2,1,1,0,0,insufficient_funds,1
28892,1,1,2,0,6,1,network_error,0
5000,2,2,3,5,9,1,network_error,1
5000,1,2,1,0,16,0,insufficient_funds,0
5000,1,2,0,0,5,0,checkout_abandoned,1
5000,3,1,0,0,1,0,insufficient_funds,0
5000,2,2,1,0,18,1,network_error,1
5000,1,3,2,10,1,0,card_declined,1
19569,1,0,1,0,11,0,card_declined,1
5000,3,3,2,30,16,1,network_error,0
17826,1,2,4,0,15,1,temporary,0
5227,1,2,1,30,2,0,checkout_abandoned,0
5101,2,1,0,10,14,1,temporary,1
5000,3,1,1,0,0,1,temporary,1
5000,2,2,2,2,0,1,temporary,1
27413,3,3,3,5,5,1,temporary,0
5000,2,1,0,1,16,1,network_error,1
5000,1,2,0,30,5,1,temporary,1
5000,3,1,2,0,19,0,insufficient_funds,0
5000,3,3,0,2,3,0,checkout_abandoned,1
9799,3,2,2,2,11,0,checkout_abandoned,1
7887,1,0,0,2,11,0,card_declined,0
5000,2,4,1,0,13,0,checkout_abandoned,0
13616,2,2,1,1,9,0,card_declined,0
13769,1,2,0,0,3,0,insufficient_funds,0
5907,3,1,0,0,17,1,network_error,1
12870,1,3,0,2,15,0,card_declined,1
6455,1,3,0,5,15,1,temporary,1
5000,3,0,0,5,22,1,network_error,0
9875,2,2,1,30,21,1,temporary,1
5489,3,6,1,0,17,1,network_error,1
5000,2,3,0,1,10,0,insufficient_funds,1
21438,3,2,0,0,0,0,card_declined,0
5000,1,2,0,0,5,0,checkout_abandoned,1
5000,3,1,1,5,7,0,insufficient_funds,0
5000,1,0,2,2,7,0,checkout_abandoned,0
5000,1,4,1,0,22,0,card_declined,1
5000,2,1,0,0,1,0,insufficient_funds,1
5000,2,2,0,0,16,0,insufficient_funds,1
5000,1,2,2,1,11,1,temporary,1
5000,3,1,0,30,7,1,temporary,0
57378,1,4,3,1,17,0,card_declined,0
29784,3,1,0,0,14,1,temporary,0
5000,1,4,1,0,20,0,checkout_abandoned,0
5000,1,0,1,5,3,0,checkout_abandoned,0
5000,1,3,1,0,6,1,temporary,1
5000,2,3,0,10,22,1,network_error,1
5000,2,2,0,0,20,1,network_error,1
5000,1,4,0,0,9,0,checkout_abandoned,0
5000,2,4,2,0,9,0,checkout_abandoned,0
5000,3,5,0,1,4,1,network_error,0
5000,1,5,3,1,1,0,insufficient_funds,0
5702,1,3,0,2,1,1,temporary,1
7088,2,1,2,0,0,1,temporary,1
7461,3,1,2,0,0,0,card_declined,0
5000,1,2,2,5,8,1,network_error,1
11552,1,0,0,0,15,1,temporary,1
5000,1,3,1,30,15,0,card_declined,1
9254,2,1,0,30,16,0,checkout_abandoned,0
5000,1,0,1,0,15,0,card_declined,0
5000,2,2,0,0,15,0,card_declined,1
5000,2,3,1,30,9,1,temporary,0
7082,1,1,1,10,7,0,card_declined,0
9072,3,4,0,1,10,0,checkout_abandoned,1
5000,3,1,0,2,19,1,network_error,0
22737,3,2,1,0,12,0,checkout_abandoned,0
13460,3,3,0,5,20,1,temporary,0
5000,1,2,0,30,7,0,insufficient_funds,0
10405,3,1,1,1,14,0,insufficient_funds,0
33989,1,3,0,1,15,1,network_error,1
34908,1,3,2,2,14,1,temporary,1
5000,2,2,1,10,2,0,insufficient_funds,1
5000,3,1,0,2,4,0,insufficient_funds,0
21696,2,5,0,1,14,1,network_error,1
5000,2,2,2,1,20,0,card_declined,0
5000,2,0,1,0,11,0,checkout_abandoned,1
